Group	common_name	threat_to_humans	IUCN	IUCN_abr	fisheries	aquaculture	gamefish	bait	aquarium	env_milieu!freshwater	env_milieu!brackish	env_milieu!marine	env_zone	env_migration	env_depth_range_min	env_depth_range_max	dh_range	max_published_weight	max_reported_age	fao_area	fao_status
Curimata_roseni_P3_E03_RG52		Harmless	Not Evaluated	NE						1	0	0	benthopelagic				Tropical	0.2097		America, South - Inland waters	endemic
Curimatopsis_crypticus_P3_H01_RG13		Harmless	Not Evaluated	NE						1	0	0	benthopelagic				Tropical			America, South - Inland waters	endemic
Cyanocharax_uruguayensis_P3_A03_RG82		Harmless	Not Evaluated	NE						1	0	0	benthopelagic				Subtropical				
Cyclocheilichthys_enoplos_I2655-135		Harmless	Least Concern	LC	commercial	experimental				1	0	0	benthopelagic	potamodromous			Tropical			Asia - Inland waters	endemic
Cyclopsetta_chittendeni_E00597	Mexican flounder	Harmless	Least Concern	LC	minor commercial					0	0	1	demersal		20	150	Subtropical	0.076		Atlantic, Western Central; Atlantic, Southwest	native
Cyclopterus_lumpus_E00220	Lumpfish	Harmless	Not Evaluated	NE	highly commercial			usually		0	0	1	benthopelagic	oceanodromous	0	868	Polar	9.5	13	Atlantic, Northwest; Atlantic, Western Central; Atlantic, Northeast; Mediterranean and Black Sea	native
Cyclothone_microdon_G01272	Veiled anglemouth	Harmless	Least Concern	LC	of no interest					0	0	1	bathypelagic		200	5301	Deep-water			Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Atlantic, Southeast; Pacific, Southeast; Indian Ocean, Antarctic; Mediterranean and Black Sea	native
Cymatogaster_aggregata_E00139	Shiner perch	Harmless	Least Concern	LC	minor commercial		yes	occasionally		0	1	1	demersal	non-migratory	1	146	Subtropical		9	America, North - Inland waters; Pacific, Eastern Central; Pacific, Northeast	native
Cynodon_gibbus_P1_H02_RG32		Harmless	Not Evaluated	NE	minor commercial					1	1	0	pelagic				Tropical	0.48766		America, South - Inland waters	endemic
Cynoglossus_interruptus_E00076	Genko sole	Harmless	Not Evaluated	NE	commercial					0	0	1	demersal		50	150	Tropical			Pacific, Western Central; Pacific, Northwest	questionable
Cynoscion_arenarius_E00511	Sand weakfish	Harmless	Least Concern	LC	commercial					0	1	1	demersal				Subtropical	2.8	5	Atlantic, Western Central	endemic
Cynoscion_regalis_E00164	Squeteague	Harmless	Not Evaluated	NE	commercial		yes		public aquariums	0	1	1	demersal	oceanodromous	10	26	Subtropical	8.9		Atlantic, Northwest; Atlantic, Western Central; Atlantic, Northeast	native
Cyphocharax_abramoides_P3_C05_RG05		Harmless	Not Evaluated	NE	minor commercial					1	0	0	benthopelagic				Tropical			America, South - Inland waters	endemic
Cyprinella_callistia_I2559-CKR1162	Alabama shiner	Harmless	Least Concern	LC						1	0	0	benthopelagic				Subtropical			America, North - Inland waters	endemic
Cyprinion_semiplotum_I2656-136	Assamese kingfish	Harmless	Vulnerable	VU	minor commercial					1	0	0	benthopelagic				Tropical			Asia - Inland waters	endemic
Cyprinodon_variegatus_E01066	Sheepshead minnow	Harmless	Least Concern	LC				usually	commercial	1	1	1	benthopelagic	non-migratory			Subtropical			Atlantic, Northwest; Atlantic, Western Central; America, North - Inland waters; Atlantic, Southwest	native
Cyprinus_carpio_I2598-58	Common carp	Potential pest	Critically Endangered	CR	highly commercial	commercial	yes		commercial	1	1	0	benthopelagic	potamodromous	0	29	Subtropical	40.1	38	Oceania - Inland waters; Africa-Inland Waters; America, South - Inland waters; America, North - Inland waters; Europe - Inland waters; Asia - Inland waters	introduced
Cypselurus_callopterus_E00402	Ornamented flyingfish	Harmless	Least Concern	LC						0	0	1	pelagic-neritic		0		Tropical			Pacific, Eastern Central; Pacific, Southeast	native
Cyttomimus_affinis_M32320	False dory	Harmless	Not Evaluated	NE						0	0	1	bathydemersal			304	Deep-water			Pacific, Southwest; Pacific, Western Central; Pacific, Northwest	native
Cyttopsis_rosea_E01032	Rosy dory	Harmless	Least Concern	LC	commercial					0	0	1	bathypelagic		150	730	Deep-water			Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Northwest; Atlantic, Southeast	native
Dactyloptena_orientalis	Oriental flying gurnard	Harmless	Least Concern	LC	minor commercial				commercial	0	0	1	reef-associated		1	100	Tropical			Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast	native
Dactyloptena_peterseni	Starry flying gurnard	Harmless	Least Concern	LC	of no interest					0	0	1	demersal			400	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Northwest; Atlantic, Southeast	native
Dactylopterus_volitans	Flying gurnard	Harmless	Least Concern	LC	minor commercial		yes		commercial	0	1	1	reef-associated		1	100	Subtropical	1.8		Atlantic, Northwest; Atlantic, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Atlantic, Southeast; Mediterranean and Black Sea	native
Dactylopus_dactylopus	Fingered dragonet	Harmless	Not Evaluated	NE	of no interest				commercial	0	0	1	reef-associated		1	55	Tropical			Indian Ocean, Eastern; Pacific, Western Central; Pacific, Northwest	native
Danio_feegradei_I2633-28		Harmless	Not Evaluated	NE						1	0	0	benthopelagic				Tropical			Asia - Inland waters	endemic
Danio_margaritatus_I2549-MTD017	Galaxy rasbora	Harmless	Data deficient	DD					commercial	1	0	0	pelagic		0	1	Tropical			Asia - Inland waters	endemic
Danio_rerio_I9999-REFERENCE	Zebra danio	Harmless	Least Concern	LC	of no interest				highly commercial	1	0	0	benthopelagic				Tropical			America, South - Inland waters; America, North - Inland waters; Asia - Inland waters	introduced
Danio_tinwini_I2550-MTD018		Harmless	Not Evaluated	NE						1	0	0	benthopelagic				Tropical			Asia - Inland waters	endemic
Danionella_mirifica_I2657-137		Harmless	Data deficient	DD						1	0	0	benthopelagic				Tropical			Asia - Inland waters	endemic
Danionella_priapus_I2539-MTD007		Harmless	Data deficient	DD						1	0	0	benthopelagic				Tropical			Asia - Inland waters	endemic
Dario_dario_N04003		Harmless	Data deficient	DD					commercial	1	0	0	benthopelagic		0	1	Tropical			Asia - Inland waters	endemic
Dascyllus_aruanus_E00700	Whitetail dascyllus	Harmless	Not Evaluated	NE	of no interest				commercial	0	0	1	reef-associated	non-migratory	0	20	Tropical		6	Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Dascyllus_carneus_E00862	Cloudy dascyllus	Harmless	Not Evaluated	NE	of no interest				commercial	0	0	1	reef-associated	non-migratory	5	40	Tropical			Indian Ocean, Eastern; Indian Ocean, Western	native
Dascyllus_reticulatus_E00724	Reticulate dascyllus	Harmless	Not Evaluated	NE	minor commercial				commercial	0	0	1	reef-associated	non-migratory	1	50	Tropical			Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Dascyllus_trimaculatus_E00865	Threespot dascyllus	Harmless	Not Evaluated	NE	minor commercial				commercial	0	0	1	reef-associated	non-migratory	1	55	Tropical			Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast	native
Dasycottus_setiger_E00288	Spinyhead sculpin	Harmless	Not Evaluated	NE			yes			0	0	1	demersal		15	850	Temperate	1.6	11	Pacific, Northwest; Pacific, Northeast	native
Datnioides_microlepis_N14199	Finescale tigerfish	Harmless	Not Evaluated	NE	commercial				commercial	1	0	0	benthopelagic				Tropical	10		Pacific, Western Central; Asia - Inland waters; Pacific, Northwest	native
Decapterus_macarellus_E00212	Mackerel scad	Reports of ciguatera poisoning	Least Concern	LC	commercial		yes	usually		0	0	1	pelagic-oceanic		0	400	Subtropical			Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast; Mediterranean and Black Sea	native
Decapterus_punctatus_E00671	Round scad	Harmless	Least Concern	LC	minor commercial			usually		0	0	1	reef-associated		0	100	Subtropical	0.3		Atlantic, Northwest; Atlantic, Western Central; Atlantic, Eastern Central; Atlantic, Southwest; Atlantic, Southeast; Pacific, Southeast; Mediterranean and Black Sea	native
Decodon_puellaris_E00620	Red hogfish	Harmless	Least Concern	LC					commercial	0	0	1	reef-associated		18	275	Tropical			Atlantic, Western Central; Pacific, Southeast	native
Dendrochirus_zebra_E00897	Zebra turkeyfish	Venomous	Least Concern	LC	minor commercial				commercial	0	0	1	reef-associated		3	80	Tropical			Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Dentex_dentex_M01646	Common dentex	Harmless	Vulnerable	VU	commercial	commercial	yes			0	0	1	benthopelagic		0	200	Subtropical	14.3		Atlantic, Northeast; Atlantic, Eastern Central; Mediterranean and Black Sea	native
Denticeps_clupeoides_G01274	Denticle herring	Harmless	Vulnerable	VU						1	0	0	pelagic				Tropical			Africa-Inland Waters	endemic
Denticetopsis_macilenta_P02_B09_RG63		Harmless	Not Evaluated	NE						1	0	0	demersal				Tropical			America, South - Inland waters	endemic
Dermogenys_collettei_G01275		Harmless	Not Evaluated	NE						1	0	0	pelagic		0		Tropical			Asia - Inland waters	endemic
Desmodema_polystictum_E00974	Polka-dot ribbonfish	Harmless	Least Concern	LC	commercial					0	0	1	bathypelagic		0	500	Deep-water			Atlantic, Western Central; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast	native
Devario_aequipinnatus_I2555-MTD029	Giant danio	Harmless	Data deficient	DD					commercial	1	0	0	pelagic				Tropical			Asia - Inland waters	endemic
Diademichthys_lineatus_G01276		Harmless	Least Concern	LC						0	0	1	reef-associated		3	20	Tropical			Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Diancistrus_sp_E00236										0	0	0									
Diaphus_rafinesquii_M22033	White-spotted lantern fish	Harmless	Least Concern	LC						0	0	1	bathypelagic	oceanodromous	40	2173	Deep-water			Atlantic, Northwest; Atlantic, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Mediterranean and Black Sea	native
Diaphus_sp_M35870										0	0	0									
Dibranchus_tremendus_E00975		Harmless	Least Concern	LC						0	0	1	bathydemersal		750	2300	Deep-water			Atlantic, Western Central; Atlantic, Eastern Central; Atlantic, Southeast	native
Dicentrarchus_labrax_E01132	European seabass	Harmless	Least Concern	LC	commercial	commercial	yes			1	1	1	demersal	oceanodromous	10	100	Subtropical	12	30	Africa-Inland Waters; Europe - Inland waters; Atlantic, Northeast; Atlantic, Eastern Central; Asia - Inland waters; Mediterranean and Black Sea	native
Dichistius_capensis_M01571	Galjoen	Harmless	Not Evaluated	NE	commercial		yes			0	0	1	reef-associated		10		Subtropical	6.5		Indian Ocean, Western; Atlantic, Southeast	native
Dicrolene_introniger_E00480	Digitate cusk eel	Harmless	Least Concern	LC						0	0	1	bathydemersal		700	1785	Deep-water			Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Western; Atlantic, Eastern Central; Atlantic, Southwest; Atlantic, Southeast	native
Dinematichthys_iluocoeteoides_E00235	Yellow pigmy brotula	Harmless	Not Evaluated	NE						0	0	1	reef-associated		1	30	Tropical			Indian Ocean, Eastern; Indian Ocean, Western; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Diodon_holocanthus_E00312	Longspined porcupinefish	Reports of ciguatera poisoning	Least Concern	LC	minor commercial				commercial	0	0	1	reef-associated		2	200	Subtropical			Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast	native
Diplacanthopoma_brachysoma_E00452		Harmless	Least Concern	LC	of no interest					0	0	1	bathydemersal		460	1670	Deep-water			Atlantic, Western Central; Atlantic, Southwest	native
Diplacanthopoma_brunnea_N05377		Harmless	Not Evaluated	NE	of no interest					0	0	1	bathydemersal			685	Deep-water			Indian Ocean, Western; Pacific, Western Central	questionable
Diplectrum_bivittatum_E01008	Dwarf sand perch	Harmless	Least Concern	LC						0	0	1	reef-associated			100	Tropical			Atlantic, Western Central; Atlantic, Southwest	native
Diplectrum_formosum_E01002	Sand perch	Harmless	Least Concern	LC	commercial		yes			0	0	1	reef-associated		1	80	Subtropical			Atlantic, Northwest; Atlantic, Western Central; Atlantic, Southwest	native
Diplodus_annularis_M01647	Annular seabream	Harmless	Least Concern	LC	commercial		yes			0	1	1	benthopelagic		0	90	Subtropical	0.33	7	Atlantic, Northeast; Atlantic, Eastern Central; Mediterranean and Black Sea	native
Diplodus_bermudensis_M01648	Bermuda porgy	Harmless	Least Concern	LC	commercial					0	0	1	benthopelagic				Tropical			Atlantic, Western Central	endemic
Diplodus_capensis_E00807	Cape white seabream	Harmless	Least Concern	LC	minor commercial		yes	usually		0	0	1	reef-associated		0	50	Tropical		21	Indian Ocean, Western; Atlantic, Southeast	native
Diplogrammus_goramensis	Goram dragonet	Harmless	Not Evaluated	NE						0	0	1	reef-associated		5	40	Tropical			Pacific, Southwest; Pacific, Western Central; Pacific, Eastern Central; Pacific, Northwest	native
Diplomystes_nahuelbutaensis_P02_C05_RG81		Harmless	Data deficient	DD	commercial		yes			1	0	0	demersal				Subtropical			America, South - Inland waters	endemic
Diplophos_taenia_E00492	Pacific portholefish	Harmless	Least Concern	LC	of no interest					0	0	1	bathypelagic		0	1594	Deep-water			Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast; Pacific, Northeast	native
Diproctacanthus_xanthurus_G01278	Yellowtail tubelip	Harmless	Least Concern	LC					commercial	0	0	1	reef-associated		2	25	Tropical			Pacific, Western Central; Pacific, Northwest	native
Diretmichthys_parini_E00472	Parins spinyfish	Harmless	Least Concern	LC						0	0	1	bathypelagic		0	2100	Deep-water			Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Eastern Central; Pacific, Northwest; Atlantic, Southeast	native
Diretmus_argenteus_E01114	Silver spinyfin	Harmless	Least Concern	LC	of potential interest					0	0	1	bathypelagic		0	2000	Deep-water			Atlantic, Northwest; Atlantic, Western Central; Indian Ocean, Eastern; Pacific, Southwest; Indian Ocean, Western; Pacific, Western Central; Atlantic, Northeast; Atlantic, Eastern Central; Atlantic, Southwest; Pacific, Northwest; Atlantic, Southeast; Pacific, Southeast	native
Discherodontus_ashmeadi_I2636-31		Harmless	Least Concern	LC	of no interest					1	0	0	benthopelagic				Tropical			Asia - Inland waters	endemic
Dischistodus_perspicillatus_E00464	White damsel	Harmless	Not Evaluated	NE	minor commercial					0	1	1	reef-associated	non-migratory	1	10	Tropical			Indian Ocean, Eastern; Pacific, Western Central; Pacific, Northwest	native
Dissostichus_eleginoides_G01279	Patagonian toothfish	Harmless	Not Evaluated	NE	commercial					0	0	1	pelagic-oceanic	oceanodromous	50	3850	Temperate	9.6	31	Atlantic, Northwest; Pacific, Southwest; Atlantic, Southwest; Pacific, Southeast; Indian Ocean, Antarctic; Atlantic, Antarctic; Pacific, Antarctic	native
Distichodus_decemmaculatus_P3_H03_RG28		Harmless	Least Concern	LC						1	0	0	pelagic				Tropical			Africa-Inland Waters	endemic
Distichodus_fasciolatus_P1_D06_RG50	Sharktail distichodus	Harmless	Least Concern	LC	of no interest					1	0	0	pelagic				Tropical	3		Africa-Inland Waters	endemic
Distichodus_fasciolatus_P3_B01_RG54	Sharktail distichodus	Harmless	Least Concern	LC	of no interest					1	0	0	pelagic				Tropical	3		Africa-Inland Waters	endemic
Dolopichthys_sp_E00484										0	0	0									
Doras_micropoeus_P02_H09_RG83		Harmless	Not Evaluated	NE						1	0	0	demersal				Tropical			America, South - Inland waters	endemic
Dormitator_maculatus_E00169	Fat sleeper	Harmless	Least Concern	LC					commercial	1	1	1	demersal	amphidromous			Tropical			Atlantic, Western Central; America, South - Inland waters; America, North - Inland waters; Atlantic, Southwest	native
Dorosoma_cepedianum_E01016	American gizzard shad	Harmless	Least Concern	LC	minor commercial		yes	usually		1	1	1	pelagic-neritic	anadromous	0	33	Subtropical	2	10	Atlantic, Northwest; Atlantic, Western Central; America, North - Inland waters	native
Doryichthys_boaja		Harmless	Data deficient	DD						1	0	0	benthopelagic				Tropical			Pacific, Western Central; Asia - Inland waters; Pacific, Northwest	native
