items	name	Clade	Family	Order	common_name	threat_to_humans	IUCN	IUCN_abr	fisheries	aquaculture	gamefish	bait	aquarium	env_milieu!freshwater	env_milieu!brackish	env_milieu!marine	env_zone	env_migration	env_depth_range_min	env_depth_range_max	dh_range	max_published_weight	max_reported_age	fao_status	Africa_Inland_Waters	North_America_Inland_waters	South_America_Inland_waters	Asia_Inland_waters	Europe_Inland_waters	Oceania_Inland_waters	Antarctica_Inland_waters	Arctic_Ocean	Atlantic_Antarctic	Atlantic_Eastern_Central	Atlantic_Northeast	Atlantic_Northwest	Atlantic_Southeast	Atlantic_Southwest	Atlantic_Western_Central	Indian_Ocean_Antarctic	Indian_Ocean_Eastern	Indian_Ocean_Western	Mediterranean_and_Black_Sea	Pacific_Antarctic	Pacific_Eastern_Central	Pacific_Northeast	Pacific_Northwest	Pacific_Southeast	Pacific_Southwest	Pacific_Western_Central
Phago_boulengeri_P3_A05_RG38	Phago_boulengeri_P3_A05_RG38	Clade12a	Distichodontidae	Characiformes		Harmless	Least Concern	LC						1	0	0	pelagic		0	0	Tropical	0	0	endemic	yes																									
Phalacronotus_bleekeri_P02_A04_RG07	Phalacronotus_bleekeri_P02_A04_RG07	Clade14c	Siluridae	Siluriformes		Harmless	Least Concern	LC	commercial	experimental				1	0	0	demersal	potamodromous	0	0	Tropical	0	0	endemic				yes																						
Phanerodon_furcatus_E00122	Phanerodon_furcatus_E00122	Clade41	Embiotocidae	Incertae sedis in Ovalentaria	White seaperch	Harmless	Not Evaluated	NE	minor commercial		yes			0	0	1	demersal		0	43	Subtropical	0	0	native																					yes	yes				
Phenacobius_catostomus_I2569-CKR1180	Phenacobius_catostomus_I2569-CKR1180	Clade11d	Leuciscidae	Cypriniformes	Riffle minnow	Harmless	Least Concern	LC						1	0	0	demersal		0	0	Temperate	0	0	endemic		yes																								
Phenacostethus_smithi_E00398	Phenacostethus_smithi_E00398	Clade41	Phallostethidae	Atheriniformes	Smiths priapium fish	Harmless	Least Concern	LC						1	1	0	benthopelagic		0	0	Tropical	0	0	endemic				yes																						
Pholidichthys_leucotaenia_E00251	Pholidichthys_leucotaenia_E00251	Clade41	Pholidichthyidae	Cichliformes	Convict blenny	Harmless	Not Evaluated	NE	of no interest				commercial	0	0	1	reef-associated		3	30	Tropical	0	0	native																							yes			yes
Pholidochromis_cerasina_G01436	Pholidochromis_cerasina_G01436	Clade41	Pseudochromidae	Incertae sedis in Ovalentaria	Cherry dottyback	Harmless	Not Evaluated	NE						0	0	1	reef-associated		0	0	Tropical	0	0	endemic																										yes
Pholis_crassispina_G01437	Pholis_crassispina_G01437	Clade42	Pholidae	Perciformes		Harmless	Not Evaluated	NE						0	0	1	demersal		0	5	Temperate	0	0	endemic																							yes			
Pholis_ornata_N01732	Pholis_ornata_N01732	Clade42	Pholidae	Perciformes	Saddleback gunnel	Harmless	Least Concern	LC						0	0	1	demersal		0	50	Temperate	0	0	native																					yes	yes	yes			
Photonectes_margarita_E00966	Photonectes_margarita_E00966	Clade21	Stomiidae	Stomiatiformes		Harmless	Least Concern	LC						0	0	1	bathypelagic		808	5087	Deep-water	0	0	native										yes	yes	yes	yes		yes		yes	yes			yes	yes	yes		yes	yes
Photostomias_guernei_E00995	Photostomias_guernei_E00995	Clade21	Stomiidae	Stomiatiformes		Harmless	Least Concern	LC						0	0	1	bathypelagic		1138	3100	Deep-water	0	0	native										yes	yes	yes			yes								yes	yes		yes
Phoxinus_oxycephalusjouyi_I2685-162	Phoxinus_oxycephalusjouyi_I2685-162	Clade11d	Leuciscidae	Cypriniformes	Chinese minnow	Harmless	Not Evaluated	NE						1	0	0	demersal		0	0	Temperate	0	0																											
Phoxinus_phoxinus_I2602-35	Phoxinus_phoxinus_I2602-35	Clade11d	Leuciscidae	Cypriniformes	Eurasian minnow	Potential pest	Least Concern	LC	minor commercial			usually	commercial	1	1	0	demersal	potamodromous	0	0	Temperate	0	11	native				yes	yes						yes												yes			
Phractocephalus_hemioliopterus_P1_G12_RG42	Phractocephalus_hemioliopterus_P1_G12_RG42	Clade14c	Pimelodidae	Siluriformes	Redtail catfish	Harmless	Not Evaluated	NE	minor commercial		yes		commercial	1	0	0	demersal	potamodromous	0	0	Tropical	44.2	0	endemic			yes																							
Phractolaemus_ansorgii_M25171	Phractolaemus_ansorgii_M25171	Clade10	Kneriidae	Gonorynchiformes	Hingemouth	Harmless	Least Concern	LC						1	0	0	benthopelagic		0	0	Tropical	0	0	endemic	yes																									
Phtheirichthys_lineatus_G01438	Phtheirichthys_lineatus_G01438	Clade40	Echeneidae	Carangiformes	Slender suckerfish	Harmless	Least Concern	LC						0	0	1	pelagic-oceanic	oceanodromous	0	5	Subtropical	0	0	native													yes		yes			yes			yes		yes	yes	yes	yes
Phycis_chesteri_E00377	Phycis_chesteri_E00377	Clade29	Phycidae	Gadiformes	Longfin hake	Harmless	Not Evaluated	NE	of potential interest					0	0	1	benthopelagic	non-migratory	90	1500	Temperate	0	0	native												yes			yes											
Phycodurus_eques	Phycodurus_eques	Clade37	Syngnathidae	Syngnathiformes	Leafy seadragon	Harmless	Least Concern	LC	of no interest				commercial	0	0	1	reef-associated	non-migratory	4	30	Temperate	0	0	endemic																	yes									
Phyllopteryx_taeniolatus	Phyllopteryx_taeniolatus	Clade37	Syngnathidae	Syngnathiformes	Common seadragon	Harmless	Least Concern	LC						0	0	1	reef-associated		0	50	Temperate	0	0	native																	yes								yes	
Physiculus_fulvus_E01009	Physiculus_fulvus_E01009	Clade29	Moridae	Gadiformes	Hakeling	Harmless	Least Concern	LC						0	0	1	benthopelagic		0	139	Subtropical	0	0	native												yes		yes	yes											
Piabina_argentea_P3_A06_RG74	Piabina_argentea_P3_A06_RG74	Clade12b	Characidae	Characiformes		Harmless	Not Evaluated	NE						1	0	0	benthopelagic		0	0	Tropical	0	0	endemic			yes																							
Pimelodella_cristata_P02_E03_RG87	Pimelodella_cristata_P02_E03_RG87	Clade14c	Heptapteridae	Siluriformes		Harmless	Least Concern	LC						1	0	0	demersal		0	0	Tropical	0	0	endemic			yes																							
Pimelodus_albofasciatus_P1_B09_RG63	Pimelodus_albofasciatus_P1_B09_RG63	Clade14c	Pimelodidae	Siluriformes		Harmless	Not Evaluated	NE						1	0	0	benthopelagic		0	0	Tropical	0	0	endemic			yes																							
Pimephales_vigilax_I2570-CKR1190	Pimephales_vigilax_I2570-CKR1190	Clade11d	Leuciscidae	Cypriniformes	Bullhead minnow	Harmless	Least Concern	LC						1	0	0	demersal		0	0	Subtropical	0	0	endemic		yes																								
Placocheilus_dulongensis_I2694-173	Placocheilus_dulongensis_I2694-173	Clade11d	Cyprinidae	Cypriniformes		Harmless	Not Evaluated	NE						1	0	0	benthopelagic		0	0	Tropical	0	0	endemic				yes																						
Plagiopsetta_glossa_E00074	Plagiopsetta_glossa_E00074	Clade40	Samaridae	Pleuronectiformes	Tongue flatfish	Harmless	Not Evaluated	NE	of no interest					0	0	1	demersal		65	278	Tropical	0	0	native																							yes		yes	yes
Plagiotremus_rhinorhynchos_E00586	Plagiotremus_rhinorhynchos_E00586	Clade41	Blenniidae	Blenniiformes	Bluestriped fangblenny	Harmless	Least Concern	LC					commercial	0	0	1	reef-associated		1	40	Subtropical	0	0	native													yes				yes	yes			yes		yes		yes	yes
Plagiotremus_tapeinosoma_E00540	Plagiotremus_tapeinosoma_E00540	Clade41	Blenniidae	Blenniiformes	Piano fangblenny	Other	Least Concern	LC					commercial	0	0	1	reef-associated		1	45	Tropical	0	0	native													yes				yes	yes			yes		yes		yes	yes
Platax_orbicularis_E00898	Platax_orbicularis_E00898	Clade42	Ephippidae	Ephippiformes	Orbicular batfish	Harmless	Least Concern	LC	minor commercial	commercial			commercial	0	1	1	reef-associated		5	30	Tropical	0	0	introduced													yes		yes		yes	yes			yes		yes			yes
Platax_teira_E00858	Platax_teira_E00858	Clade42	Ephippidae	Ephippiformes	Longfin batfish	Harmless	Least Concern	LC	minor commercial		yes		commercial	0	0	1	reef-associated	amphidromous	3	25	Tropical	0	0	native													yes				yes	yes	yes				yes		yes	yes
Platichthys_stellatus_E00026	Platichthys_stellatus_E00026	Clade40	Pleuronectidae	Pleuronectiformes	Starry flounder	Harmless	Least Concern	LC	commercial		yes			1	1	1	demersal	catadromous	0	375	Polar	9.1	24	native		yes		yes				yes													yes	yes	yes			
Platybelone_argalus_E00114	Platybelone_argalus_E00114	Clade41	Belonidae	Beloniformes	Keeltail needlefish	Harmless	Least Concern	LC	subsistence fisheries					0	0	1	reef-associated		0	0	Subtropical	0	0																											
Platyberyx_opalescens_N06085	Platyberyx_opalescens_N06085	Clade36	Caristiidae	Scombriformes		Harmless	Least Concern	LC						0	0	1	bathypelagic		1	2000	Subtropical	0	0	native										yes	yes															
Platycephalus_indicus_N25405	Platycephalus_indicus_N25405	Clade42	Platycephalidae	Perciformes	Bartail flathead	Harmless	Data deficient	DD	commercial	commercial	yes			0	1	1	reef-associated	oceanodromous	20	200	Subtropical	3.5	0	native													yes				yes	yes	yes				yes			yes
Platydoras_costatus_P02_B12_RG75	Platydoras_costatus_P02_B12_RG75	Clade14c	Doradidae	Siluriformes	Raphael catfish	Harmless	Not Evaluated	NE	minor commercial				commercial	1	0	0	demersal		0	0	Tropical	0	0	endemic			yes																							
Platygillellus_rubrocinctus_E00319	Platygillellus_rubrocinctus_E00319	Clade41	Dactyloscopidae	Blenniiformes	Saddle stargazer	Harmless	Least Concern	LC						0	0	1	reef-associated		0	30	Tropical	0	0	endemic															yes											
Platysilurus_mucosus_P02_A03_RG82	Platysilurus_mucosus_P02_A03_RG82	Clade14c	Pimelodidae	Siluriformes		Harmless	Not Evaluated	NE	minor commercial				public aquariums	1	0	0	demersal		0	0	Tropical	0	0	endemic			yes																							
Plecoglossus_altivelis_G01440	Plecoglossus_altivelis_G01440	Clade20	Plecoglossidae	Osmeriformes	Ayu sweetfish	Harmless	Data deficient	DD	highly commercial	commercial	yes			1	1	1	demersal	amphidromous	10	0	Subtropical	0	3	native				yes																			yes			
Plectorhinchus_chaetodonoides_E00857	Plectorhinchus_chaetodonoides_E00857	Clade42	Haemulidae	Lutjaniformes	Harlequin sweetlips	Harmless	Not Evaluated	NE	minor commercial				commercial	0	1	1	reef-associated		1	30	Tropical	7	0	native																	yes	yes			yes		yes			yes
Plectorhinchus_vittatus_E00856	Plectorhinchus_vittatus_E00856	Clade42	Haemulidae	Lutjaniformes	Indian Ocean oriental sweetlips	Harmless	Least Concern	LC						0	0	1	reef-associated		2	25	Tropical	0	0	native																	yes	yes			yes		yes			yes
Plectroglyphidodon_dickii_E00572	Plectroglyphidodon_dickii_E00572	Clade41	Pomacentridae	Incertae sedis in Ovalentaria	Blackbar devil	Harmless	Not Evaluated	NE	minor commercial				commercial	0	0	1	reef-associated	non-migratory	1	15	Tropical	0	0	native																	yes	yes			yes		yes		yes	yes
Plectroglyphidodon_johnstonianus_E00722	Plectroglyphidodon_johnstonianus_E00722	Clade41	Pomacentridae	Incertae sedis in Ovalentaria	Johnston Island damsel	Harmless	Not Evaluated	NE	of no interest				commercial	0	0	1	reef-associated	non-migratory	1	18	Tropical	0	0	native																	yes	yes			yes		yes		yes	yes
Plectrypops_lima_E00720	Plectrypops_lima_E00720	Clade33	Holocentridae	Holocentriformes	Shy soldier	Harmless	Least Concern	LC						0	0	1	reef-associated		5	40	Tropical	0	0	native															yes		yes	yes			yes		yes	yes	yes	yes
Plectrypops_retrospinis_E00504	Plectrypops_retrospinis_E00504	Clade33	Holocentridae	Holocentriformes	Cardinal soldierfish	Harmless	Least Concern	LC	of no interest				commercial	0	0	1	reef-associated		0	22	Tropical	0	0	native														yes	yes											
Plesiops_coeruleolineatus_E00855	Plesiops_coeruleolineatus_E00855	Clade41	Plesiopidae	Incertae sedis in Ovalentaria	Crimsontip longfin	Harmless	Not Evaluated	NE	of no interest				commercial	0	0	1	reef-associated		1	23	Tropical	0	0	native																	yes	yes			yes		yes			yes
Plesiops_melas_G01442	Plesiops_melas_G01442	Clade41	Plesiopidae	Incertae sedis in Ovalentaria	Crimsontip longfin	Harmless	Not Evaluated	NE	of no interest				commercial	0	0	1	reef-associated		1	23	Tropical	0	0																											
Pleurogrammus_monopterygius_E00367	Pleurogrammus_monopterygius_E00367	Clade42	Hexagrammidae	Perciformes	Atka mackerel	Harmless	Not Evaluated	NE	commercial					0	0	1	demersal		0	720	Boreal	2	15	questionable																					yes	yes	yes			
Pleuronectes_platessa_E00053	Pleuronectes_platessa_E00053	Clade40	Pleuronectidae	Pleuronectiformes	European plaice	Harmless	Least Concern	LC	highly commercial	commercial	yes		public aquariums	0	1	1	demersal	oceanodromous	0	200	Temperate	7	50	native								yes		yes	yes	yes							yes							
Plotosus_canius_P02_F06_RG60	Plotosus_canius_P02_F06_RG60	Clade14c	Plotosidae	Siluriformes	Gray eel-catfish	Venomous	Not Evaluated	NE	commercial					1	1	1	demersal	amphidromous	0	0	Tropical	0	0	native				yes		yes											yes	yes								yes
Poblana_ferdebueni_N01733	Poblana_ferdebueni_N01733	Clade41	Atherinopsidae	Atheriniformes	Chignahuapan silverside	Harmless	Data deficient	DD						1	0	0	pelagic		0	0	Tropical	0	0	endemic		yes																								
Poecilia_latipinna_reticulata_E01065	Poecilia_latipinna_reticulata_E01065	Clade41	Poeciliidae	Cyprinodontiformes	Sailfin molly	Potential pest	Least Concern	LC					highly commercial	1	1	1	benthopelagic	non-migratory	0	0	Subtropical	0	0	native	yes	yes	yes	yes		yes									yes											
Poeciliopsis_elongata_N01734	Poeciliopsis_elongata_N01734	Clade41	Poeciliidae	Cyprinodontiformes	Elongate toothcarp	Harmless	Near Threatened	NT						1	1	0	benthopelagic		0	0	Tropical	0	0	native		yes																			yes					
Poecilopsetta_beanii_E00448	Poecilopsetta_beanii_E00448	Clade40	Poecilopsettidae	Pleuronectiformes	Deepwater dab	Harmless	Least Concern	LC	of no interest					0	0	1	bathydemersal		155	1636	Deep-water	0	0	native												yes		yes	yes											
Poecilopsetta_plinthus_E00073	Poecilopsetta_plinthus_E00073	Clade40	Poecilopsettidae	Pleuronectiformes	Tile-colored righteye flounder	Harmless	Not Evaluated	NE	of no interest					0	0	1	demersal		60	400	Deep-water	0	0	native																							yes			yes
Pogonias_cromis_E00699	Pogonias_cromis_E00699	Clade42	Sciaenidae	Incertae sedis in Eupercaria	Black drum	Harmless	Least Concern	LC	commercial		yes		public aquariums	0	1	1	demersal	oceanodromous	10	0	Subtropical	51.3	43	native												yes		yes	yes											
Pogonophryne_barsukovi_E00158	Pogonophryne_barsukovi_E00158	Clade42	Artedidraconidae	Perciformes	Stubbeard plunderfish	Harmless	Least Concern	LC	of no interest					0	0	1	bathydemersal		195	1120	Deep-water	0	0	native									yes							yes				yes					yes	
Pollachius_virens_E00372	Pollachius_virens_E00372	Clade29	Gadidae	Gadiformes	Saithe	Harmless	Not Evaluated	NE	highly commercial		yes			0	0	1	demersal	oceanodromous	37	364	Temperate	32	25	native								yes			yes	yes			yes											
Pollichthys_mauli_G01443	Pollichthys_mauli_G01443	Clade21	Phosichthyidae	Stomiatiformes	Stareye lightfish	Harmless	Least Concern	LC						0	0	1	bathypelagic	oceanodromous	100	600	Deep-water	0	0	native										yes	yes	yes	yes	yes	yes		yes	yes			yes		yes			yes
Polycentropsis_abbreviata_N26006	Polycentropsis_abbreviata_N26006	Clade41	Polycentridae	Incertae sedis in Ovalentaria	African leaffish	Harmless	Least Concern	LC					commercial	1	0	0	benthopelagic		0	0	Tropical	0	0	endemic	yes																									
Polycentrus_schomburgkii_G01444	Polycentrus_schomburgkii_G01444	Clade41	Polycentridae	Incertae sedis in Ovalentaria	Guyana leaffish	Harmless	Not Evaluated	NE					commercial	1	1	0	benthopelagic		0	0	Tropical	0	0	native		yes	yes																							
Polydactylus_octonemus_E00606	Polydactylus_octonemus_E00606	Clade40	Polynemidae	Incertae sedis in Carangaria	Atlantic threadfin	Harmless	Least Concern	LC	minor commercial					0	0	1	demersal		5	66	Subtropical	0	0	native												yes			yes											
Polydactylus_sextarius_N26043	Polydactylus_sextarius_N26043	Clade40	Polynemidae	Incertae sedis in Carangaria	Blackspot threadfin	Harmless	Not Evaluated	NE	commercial		yes			0	1	1	demersal	amphidromous	16	73	Tropical	0	0	native													yes				yes	yes					yes			yes
Polydactylus_virginicus_E00217	Polydactylus_virginicus_E00217	Clade40	Polynemidae	Incertae sedis in Carangaria	Barbu	Harmless	Least Concern	LC	minor commercial					0	1	1	demersal		0	55	Tropical	0	0	native												yes		yes	yes											
Polyipnus_spinifer_M30154	Polyipnus_spinifer_M30154	Clade21	Sternoptychidae	Stomiatiformes		Harmless	Not Evaluated	NE						0	0	1	benthopelagic		154	380	Deep-water	0	0	native																							yes			yes
Polymetme_corythaeola_sp_E00036	Polymetme_corythaeola_sp_E00036	Clade21	Phosichthyidae	Stomiatiformes	Rendezvous fish	Harmless	Not Evaluated	NE						0	0	1	benthopelagic		165	800	Deep-water	0	0	native										yes	yes	yes	yes	yes	yes		yes	yes					yes	yes	yes	yes
Polymixia_japonica_E00019	Polymixia_japonica_E00019	Clade30	Polymixiidae	Polymixiiformes	Silver eye	Harmless	Least Concern	LC	commercial					0	0	1	bathypelagic		160	628	Deep-water	0	0	native																	yes	yes			yes		yes			yes
Polymixia_lowei_E01025	Polymixia_lowei_E01025	Clade30	Polymixiidae	Polymixiiformes	Beardfish	Harmless	Least Concern	LC	minor commercial					0	0	1	bathydemersal		50	600	Deep-water	0	0	native												yes		yes	yes											
Polyodon_spathula_G01445	Polyodon_spathula_G01445	Clade03	Polyodontidae	Acipenseriformes	Mississippi paddlefish		Vulnerable	VU	commercial				public aquariums	1	0	0	demersal	potamodromous	2	0	Subtropical	90.7	55	native		yes			yes																					
Polyprion_americanus_E00242	Polyprion_americanus_E00242	Clade42	Polyprionidae	Pempheriformes	Wreckfish	Harmless	Critically Endangered	CR	minor commercial		yes			0	0	1	demersal	oceanodromous	40	600	Deep-water	100	0	native										yes	yes	yes	yes	yes	yes			yes	yes						yes	
Polyprion_oxygeneios_M01632	Polyprion_oxygeneios_M01632	Clade42	Polyprionidae	Pempheriformes	Hapuku wreckfish	Harmless	Not Evaluated	NE	commercial		yes			0	0	1	demersal		50	854	Subtropical	100	60	native													yes	yes			yes	yes						yes	yes	
Polypterus_ornatipinnis_G01447	Polypterus_ornatipinnis_G01447	Clade02	Polypteridae	Polypteriformes	Ornate bichir	Harmless	Least Concern	LC	of no interest				public aquariums	1	0	0	demersal		0	0	Tropical	0	0	endemic	yes																									
Polypterus_senegalus_G01446	Polypterus_senegalus_G01446	Clade02	Polypteridae	Polypteriformes	Gray bichir	Harmless	Not Evaluated	NE	commercial					1	0	0	demersal	potamodromous	0	0	Tropical	0.207	0	endemic	yes																									
Pomacanthus_arcuatus_E00754	Pomacanthus_arcuatus_E00754	Clade42	Pomacanthidae	Incertae sedis in Eupercaria	Gray angelfish	Reports of ciguatera poisoning	Least Concern	LC	minor commercial				commercial	0	0	1	reef-associated	non-migratory	2	30	Tropical	1.8	0	native												yes		yes	yes								yes			
Pomacanthus_imperator_E00710	Pomacanthus_imperator_E00710	Clade42	Pomacanthidae	Incertae sedis in Eupercaria	Emperor angelfish	Harmless	Least Concern	LC	minor commercial				commercial	0	0	1	reef-associated	non-migratory	1	100	Tropical	0	14	native													yes		yes		yes	yes	yes		yes		yes		yes	yes
Pomacanthus_semicirculatus_E00849	Pomacanthus_semicirculatus_E00849	Clade42	Pomacanthidae	Incertae sedis in Eupercaria	Semicircle angelfish	Harmless	Least Concern	LC	minor commercial				commercial	0	0	1	reef-associated	non-migratory	1	40	Tropical	0	0	native													yes				yes	yes			yes		yes		yes	yes
Pomacanthus_zonipectus_G01448	Pomacanthus_zonipectus_G01448	Clade42	Pomacanthidae	Incertae sedis in Eupercaria	Cortez angelfish	Harmless	Least Concern	LC	subsistence fisheries				commercial	0	0	1	reef-associated	non-migratory	6	12	Tropical	0	0	native																					yes			yes		
Pomacentrus_brachialis_E00239	Pomacentrus_brachialis_E00239	Clade41	Pomacentridae	Incertae sedis in Ovalentaria	Charcoal damsel	Harmless	Not Evaluated	NE						0	1	1	reef-associated	non-migratory	6	40	Tropical	0	0	questionable																	yes	yes			yes		yes			yes
Pomacentrus_pavo_E00729	Pomacentrus_pavo_E00729	Clade41	Pomacentridae	Incertae sedis in Ovalentaria	Sapphire damsel	Harmless	Not Evaluated	NE	minor commercial				public aquariums	0	0	1	reef-associated	non-migratory	1	18	Tropical	0	0	native																	yes	yes			yes		yes		yes	yes
Pomacentrus_spilotoceps_E00557	Pomacentrus_spilotoceps_E00557	Clade41	Pomacentridae	Incertae sedis in Ovalentaria		Harmless	Not Evaluated	NE						0	0	1	reef-associated		0	5	Tropical	0	0	native																					yes					yes
Pomachromis_richardsoni_E00559	Pomachromis_richardsoni_E00559	Clade41	Pomacentridae	Incertae sedis in Ovalentaria	Richardsons reef-damsel	Harmless	Not Evaluated	NE	of no interest					0	0	1	reef-associated	non-migratory	5	25	Tropical	0	0	native																		yes			yes		yes			yes
Pomadasys_corvinaeformis_E00761	Pomadasys_corvinaeformis_E00761	Clade42	Haemulidae	Lutjaniformes	Roughneck grunt	Harmless	Least Concern	LC	minor commercial				commercial	1	1	1	demersal		26	50	Tropical	0.21	0																											
Pomatomus_saltatrix_E00516	Pomatomus_saltatrix_E00516	Clade36	Pomatomidae	Scombriformes	Bluefish	Traumatogenic	Vulnerable	VU	highly commercial	commercial	yes	usually		0	1	1	pelagic-oceanic	oceanodromous	0	200	Subtropical	14.4	9	native					yes					yes	yes	yes	yes	yes	yes		yes	yes	yes						yes	yes
Pomoxis_nigromaculatus_E00131	Pomoxis_nigromaculatus_E00131	Clade42	Centrarchidae	Centrarchiformes	Black crappie	Harmless	Least Concern	LC	commercial		yes		public aquariums	1	0	0	benthopelagic		0	0	Subtropical	2.7	15	endemic		yes																								
Pontinus_longispinis_E01010	Pontinus_longispinis_E01010	Clade42	Scorpaenidae	Perciformes	Longspine scorpionfish	Venomous	Least Concern	LC						0	0	1	demersal		75	440	Tropical	0.5566	0	native														yes	yes											
Pontinus_rathbuni_E00463	Pontinus_rathbuni_E00463	Clade42	Scorpaenidae	Perciformes	Highfin scorpionfish	Venomous	Least Concern	LC						0	0	1	demersal		0	146	Subtropical	0	0	native												yes			yes											
Porcostoma_dentata_M01654	Porcostoma_dentata_M01654	Clade42	Sparidae	Spariformes	Dane seabream	Harmless	Least Concern	LC	commercial					0	0	1	reef-associated		0	120	Subtropical	0	0	native													yes					yes								
Porichthys_notatus_E00058	Porichthys_notatus_E00058	Clade35	Batrachoididae	Batrachoidiformes	Plainfin midshipman	Harmless	Least Concern	LC	of potential interest					0	0	1	demersal		0	366	Subtropical	0	0	native																					yes	yes			yes	
Porichthys_plectrodon_E00590	Porichthys_plectrodon_E00590	Clade35	Batrachoididae	Batrachoidiformes	Atlantic midshipman	Harmless	Least Concern	LC	minor commercial					0	0	1	demersal		1	100	Tropical	0.0107	0	native												yes		yes	yes											
Poroclinus_rothrocki_E00431	Poroclinus_rothrocki_E00431	Clade42	Stichaeidae	Perciformes	Whitebarred prickleback	Harmless	Not Evaluated	NE						0	0	1	demersal		46	128	Temperate	0	0	native																					yes	yes	yes			
Poromitra_crassiceps_E01061	Poromitra_crassiceps_E01061	Clade32a	Melamphaidae	Beryciformes	Crested bigscale	Harmless	Least Concern	LC	of no interest					0	0	1	bathypelagic		164	2730	Deep-water	0	9	questionable									yes	yes	yes	yes	yes	yes	yes	yes	yes	yes		yes	yes	yes	yes	yes	yes	yes
Poropuntius_normani_I2714-36	Poropuntius_normani_I2714-36	Clade11d	Cyprinidae	Cypriniformes		Harmless	Least Concern	LC						1	0	0	benthopelagic		0	0	Tropical	0	0	endemic				yes																						
Praealticus_caesius_E00329	Praealticus_caesius_E00329	Clade41	Blenniidae	Blenniiformes	Blackmargin rockskipper	Harmless	Least Concern	LC						0	0	1	pelagic-neritic		0	0	Tropical	0	0	native																					yes					yes
Priacanthus_arenatus_E00618	Priacanthus_arenatus_E00618	Clade42	Priacanthidae	Priacanthiformes	Atlantic bigeye	Reports of ciguatera poisoning	Least Concern	LC	minor commercial		yes		commercial	0	0	1	reef-associated		10	200	Subtropical	2.9	0	native										yes	yes	yes	yes	yes	yes				yes							
Priolepis_cincta_E01077	Priolepis_cincta_E01077	Clade38c	Gobiidae	Gobiiformes	Banded reef goby	Harmless	Not Evaluated	NE					commercial	0	1	1	reef-associated	non-migratory	1	70	Tropical	0	0	native													yes				yes	yes			yes		yes		yes	yes
Priolepis_hipoliti_E00106	Priolepis_hipoliti_E00106	Clade38c	Gobiidae	Gobiiformes	Rusty goby	Harmless	Least Concern	LC					commercial	0	0	1	reef-associated	non-migratory	1	130	Tropical	0	0	native														yes	yes											
Prionobrama_filigera_P02_G06_RG14	Prionobrama_filigera_P02_G06_RG14	Clade12b	Characidae	Characiformes	Glass bloodfin	Harmless	Not Evaluated	NE					commercial	1	0	0	pelagic		0	0	Tropical	0	0	endemic			yes																							
Prionotus_carolinus_E00340	Prionotus_carolinus_E00340	Clade42	Triglidae	Perciformes	Northern searobin	Harmless	Least Concern	LC	minor commercial			occasionally		0	1	1	demersal		15	170	Temperate	0	0	native												yes			yes											
Prionotus_evolans_E01021	Prionotus_evolans_E01021	Clade42	Triglidae	Perciformes	Striped searobin	Harmless	Least Concern	LC	minor commercial		yes	occasionally		0	1	1	reef-associated		9	180	Temperate	1.6	0	native												yes			yes											
Prionotus_stephanophrys_E00328	Prionotus_stephanophrys_E00328	Clade42	Triglidae	Perciformes	Lumptail searobin	Harmless	Least Concern	LC	commercial		yes			0	1	1	demersal		15	110	Subtropical	0	0	native																					yes	yes		yes		
Pristiapogon_exostigma_E00702	Pristiapogon_exostigma_E00702	Clade38a	Apogonidae	Kurtiformes	Narrowstripe cardinalfish	Harmless	Not Evaluated	NE						0	0	1	reef-associated		3	40	Tropical	0	0	native																	yes	yes			yes		yes			yes
Pristigenys_alta_E00252	Pristigenys_alta_E00252	Clade42	Priacanthidae	Priacanthiformes	Short bigeye	Harmless	Least Concern	LC	of no interest				commercial	0	0	1	reef-associated		5	200	Subtropical	0	0	native												yes			yes											
Pristipomoides_aquilonaris_E00594	Pristipomoides_aquilonaris_E00594	Clade42	Lutjanidae	Lutjaniformes	Wenchman	Reports of ciguatera poisoning	Least Concern	LC	minor commercial					0	0	1	demersal		24	370	Subtropical	2	0	native												yes		yes	yes											
Pristipomoides_auricilla_E00746	Pristipomoides_auricilla_E00746	Clade42	Lutjanidae	Lutjaniformes	Goldflag jobfish	Harmless	Least Concern	LC	commercial		yes			0	0	1	benthopelagic		90	360	Deep-water	0	0	native																	yes	yes			yes		yes			yes
Pristobrycon_striolatus_P02_B07_RG29	Pristobrycon_striolatus_P02_B07_RG29	Clade12b	Serrasalmidae	Characiformes		Harmless	Not Evaluated	NE						1	0	0	benthopelagic		0	0	Tropical	0.23	0	endemic			yes																							
Pristolepis_fasciata_N26580	Pristolepis_fasciata_N26580	Clade39a	Pristolepididae	Anabantiformes	Malayan leaffish	Harmless	Least Concern	LC	minor commercial				commercial	1	0	0	demersal	potamodromous	0	0	Tropical	0	0	native				yes																						yes
Pristolepis_sp_N36627	Pristolepis_sp_N36627	Clade39a	Pristolepididae	Anabantiformes										0	0	0			0	0		0	0																											
Probarbus_jullieni_I2672-145	Probarbus_jullieni_I2672-145	Clade11d	Cyprinidae	Cypriniformes	Isok barb	Harmless	Endangered	EN	commercial	experimental	yes			1	1	0	demersal	potamodromous	0	0	Tropical	70	0	endemic				yes																						
Prochilodus_scrophus_P1_E04_RG21	Prochilodus_scrophus_P1_E04_RG21	Clade12b	Prochilodontidae	Characiformes										0	0	0			0	0		0	0																											
